cid,qid,correct,record_time
0,563,f,2024-02-06
0,564,f,2024-02-06
0,565,f,2024-02-06
0,566,t,2024-02-06
0,567,f,2024-02-06
0,568,t,2024-02-06
0,569,f,2024-02-06
0,570,t,2024-02-06
0,571,f,2024-02-06
0,572,t,2024-02-06
0,573,f,2024-02-06
0,574,f,2024-02-06
0,575,t,2024-02-06
0,576,t,2024-02-06
0,577,f,2024-02-06
0,578,t,2024-02-06
0,579,f,2024-02-06
0,580,f,2024-02-06
0,581,t,2024-02-06
0,582,f,2024-02-06
0,583,f,2024-02-06
0,584,t,2024-02-06
0,585,t,2024-02-06
0,586,f,2024-02-06
0,587,t,2024-02-06
0,588,t,2024-02-06
0,589,t,2024-02-06
0,590,t,2024-02-06
0,591,f,2024-02-06
0,592,f,2024-02-06
0,593,t,2024-02-06
0,594,f,2024-02-06
0,595,t,2024-02-06
0,596,f,2024-02-06
0,597,t,2024-02-06
0,598,f,2024-02-06
0,599,f,2024-02-06
0,600,t,2024-02-06
0,601,f,2024-02-06
0,602,f,2024-02-06
0,603,t,2024-02-06
0,604,t,2024-02-06
0,605,f,2024-02-06
0,606,f,2024-02-06
0,607,f,2024-02-06
0,608,t,2024-02-06
0,609,t,2024-02-06
0,610,t,2024-02-06
0,611,t,2024-02-06
0,612,f,2024-02-06
0,613,t,2024-02-06
0,614,f,2024-02-06
0,615,t,2024-02-06
0,616,f,2024-02-06
0,617,t,2024-02-06
0,618,t,2024-02-06
0,619,t,2024-02-06
0,620,t,2024-02-06
0,621,f,2024-02-06
0,622,f,2024-02-06
0,623,f,2024-02-06
0,624,t,2024-02-06
0,625,f,2024-02-06
0,626,f,2024-02-06
0,627,t,2024-02-06
0,628,f,2024-02-06
0,629,t,2024-02-06
0,630,f,2024-02-06
0,631,f,2024-02-06
0,632,f,2024-02-06
0,633,f,2024-02-06
0,634,t,2024-02-06
0,635,t,2024-02-06
0,636,f,2024-02-06
0,637,t,2024-02-06
0,638,f,2024-02-06
0,639,f,2024-02-06
0,640,f,2024-02-06
0,641,t,2024-02-06
0,642,t,2024-02-06
0,643,f,2024-02-06
0,644,t,2024-02-06
0,645,t,2024-02-06
0,646,t,2024-02-06
0,647,f,2024-02-06
0,648,t,2024-02-06
0,649,f,2024-02-06
0,650,t,2024-02-06
0,651,t,2024-02-06
0,652,f,2024-02-06
0,653,f,2024-02-06
0,654,f,2024-02-06
0,655,f,2024-02-06
0,656,f,2024-02-06
0,657,t,2024-02-06
0,658,t,2024-02-06
0,659,f,2024-02-06
0,660,f,2024-02-06
0,661,t,2024-02-06
0,662,t,2024-02-06
0,663,f,2024-02-06
0,664,f,2024-02-06
0,665,f,2024-02-06
0,666,f,2024-02-06
0,667,f,2024-02-06
0,668,f,2024-02-06
0,669,f,2024-02-06
0,670,t,2024-02-06
0,671,t,2024-02-06
0,672,f,2024-02-06
0,673,f,2024-02-06
0,674,t,2024-02-06
0,675,f,2024-02-06
0,676,t,2024-02-06
0,677,f,2024-02-06
0,678,t,2024-02-06
0,679,t,2024-02-06
0,680,t,2024-02-06
0,681,t,2024-02-06
0,682,t,2024-02-06
0,683,f,2024-02-06
0,684,t,2024-02-06
0,685,t,2024-02-06
0,686,f,2024-02-06
0,687,f,2024-02-06
0,688,t,2024-02-06
0,689,t,2024-02-06
0,690,f,2024-02-06
0,691,f,2024-02-06
0,692,t,2024-02-06
0,693,f,2024-02-06
0,694,t,2024-02-06
0,695,f,2024-02-06
0,696,t,2024-02-06
0,697,f,2024-02-06
0,698,t,2024-02-06
0,699,t,2024-02-06
0,700,t,2024-02-06
0,701,f,2024-02-06
0,702,t,2024-02-06
0,703,f,2024-02-06
0,704,f,2024-02-06
0,705,f,2024-02-06
0,706,t,2024-02-06
0,707,t,2024-02-06
0,708,t,2024-02-06
0,709,f,2024-02-06
0,710,t,2024-02-06
0,711,f,2024-02-06
0,712,f,2024-02-06
0,713,t,2024-02-06
0,714,t,2024-02-06
0,715,t,2024-02-06
0,716,t,2024-02-06
0,717,t,2024-02-06
0,718,t,2024-02-06
0,719,f,2024-02-06
0,720,f,2024-02-06
0,721,f,2024-02-06
0,722,t,2024-02-06
0,723,t,2024-02-06
0,724,t,2024-02-06
0,725,t,2024-02-06
0,726,f,2024-02-06
0,727,t,2024-02-06
0,728,f,2024-02-06
0,729,f,2024-02-06
0,730,f,2024-02-06
0,731,t,2024-02-06
0,732,t,2024-02-06
0,733,t,2024-02-06
0,734,f,2024-02-06
0,735,t,2024-02-06
0,736,t,2024-02-06
0,737,f,2024-02-06
0,738,f,2024-02-06
0,739,f,2024-02-06
0,740,t,2024-02-06
0,741,t,2024-02-06
0,742,t,2024-02-06
0,743,f,2024-02-06
0,744,f,2024-02-06
0,745,t,2024-02-06
0,746,t,2024-02-06
0,747,t,2024-02-06
0,748,t,2024-02-06
0,749,f,2024-02-06
0,750,t,2024-02-06
0,751,t,2024-02-06
0,752,f,2024-02-06
0,753,f,2024-02-06
0,754,f,2024-02-06
0,755,f,2024-02-06
0,756,f,2024-02-06
0,757,t,2024-02-06
0,758,t,2024-02-06
0,759,f,2024-02-06
0,760,t,2024-02-06
0,761,t,2024-02-06
0,762,t,2024-02-06
0,763,f,2024-02-06
0,764,f,2024-02-06
0,765,t,2024-02-06
0,766,t,2024-02-06
0,767,f,2024-02-06
0,768,t,2024-02-06
0,769,f,2024-02-06
0,770,t,2024-02-06
0,771,t,2024-02-06
0,772,f,2024-02-06
0,773,t,2024-02-06
0,774,f,2024-02-06
0,775,f,2024-02-06
0,776,t,2024-02-06
0,777,t,2024-02-06
0,778,f,2024-02-06
0,779,f,2024-02-06
0,780,t,2024-02-06
1,391,f,2024-02-06
1,392,t,2024-02-06
1,393,f,2024-02-06
1,394,t,2024-02-06
1,395,t,2024-02-06
1,396,f,2024-02-06
1,397,f,2024-02-06
1,398,t,2024-02-06
1,399,f,2024-02-06
1,400,f,2024-02-06
1,401,f,2024-02-06
1,402,t,2024-02-06
1,403,t,2024-02-06
1,404,f,2024-02-06
1,405,f,2024-02-06
1,406,t,2024-02-06
1,407,t,2024-02-06
1,408,f,2024-02-06
1,409,f,2024-02-06
1,410,f,2024-02-06
1,411,t,2024-02-06
1,412,t,2024-02-06
1,413,f,2024-02-06
1,414,t,2024-02-06
1,415,t,2024-02-06
1,416,t,2024-02-06
1,417,t,2024-02-06
1,418,f,2024-02-06
1,419,t,2024-02-06
1,420,f,2024-02-06
1,421,f,2024-02-06
1,422,f,2024-02-06
1,423,t,2024-02-06
1,424,f,2024-02-06
1,425,t,2024-02-06
1,426,t,2024-02-06
1,427,t,2024-02-06
1,428,f,2024-02-06
1,429,t,2024-02-06
1,430,t,2024-02-06
1,431,f,2024-02-06
1,432,t,2024-02-06
1,433,t,2024-02-06
1,434,t,2024-02-06
1,435,f,2024-02-06
1,436,f,2024-02-06
1,437,f,2024-02-06
1,438,t,2024-02-06
1,439,t,2024-02-06
1,440,t,2024-02-06
1,441,t,2024-02-06
1,442,t,2024-02-06
1,443,t,2024-02-06
1,444,f,2024-02-06
1,445,f,2024-02-06
1,446,f,2024-02-06
1,447,t,2024-02-06
1,448,t,2024-02-06
1,449,t,2024-02-06
1,450,f,2024-02-06
1,451,f,2024-02-06
1,452,f,2024-02-06
1,453,t,2024-02-06
1,454,t,2024-02-06
1,455,f,2024-02-06
1,456,t,2024-02-06
1,457,t,2024-02-06
1,458,f,2024-02-06
1,459,t,2024-02-06
1,460,t,2024-02-06
1,461,f,2024-02-06
1,462,t,2024-02-06
1,463,f,2024-02-06
1,464,f,2024-02-06
1,465,f,2024-02-06
1,466,f,2024-02-06
1,467,f,2024-02-06
1,468,f,2024-02-06
1,469,t,2024-02-06
1,470,t,2024-02-06
1,471,t,2024-02-06
1,472,t,2024-02-06
1,473,t,2024-02-06
1,474,f,2024-02-06
1,475,f,2024-02-06
1,476,t,2024-02-06
1,477,f,2024-02-06
1,478,f,2024-02-06
1,479,f,2024-02-06
1,480,t,2024-02-06
1,481,t,2024-02-06
1,482,t,2024-02-06
1,483,t,2024-02-06
1,484,f,2024-02-06
1,485,f,2024-02-06
1,486,t,2024-02-06
1,487,t,2024-02-06
1,488,f,2024-02-06
1,489,t,2024-02-06
1,490,t,2024-02-06
1,491,t,2024-02-06
1,492,t,2024-02-06
1,493,f,2024-02-06
1,494,f,2024-02-06
1,495,f,2024-02-06
1,496,t,2024-02-06
1,497,t,2024-02-06
1,498,t,2024-02-06
1,499,f,2024-02-06
1,500,f,2024-02-06
1,501,f,2024-02-06
1,502,f,2024-02-06
1,503,t,2024-02-06
1,504,t,2024-02-06
1,505,t,2024-02-06
1,506,f,2024-02-06
1,507,t,2024-02-06
1,508,f,2024-02-06
1,509,f,2024-02-06
1,510,f,2024-02-06
1,511,f,2024-02-06
1,512,t,2024-02-06
1,513,f,2024-02-06
1,514,f,2024-02-06
1,515,f,2024-02-06
1,516,t,2024-02-06
1,517,t,2024-02-06
1,518,t,2024-02-06
1,519,f,2024-02-06
1,520,t,2024-02-06
1,521,t,2024-02-06
1,522,f,2024-02-06
1,523,f,2024-02-06
1,524,f,2024-02-06
1,525,f,2024-02-06
1,526,f,2024-02-06
1,527,t,2024-02-06
1,528,f,2024-02-06
1,529,f,2024-02-06
1,530,f,2024-02-06
1,531,f,2024-02-06
1,532,t,2024-02-06
1,533,t,2024-02-06
1,534,f,2024-02-06
1,535,t,2024-02-06
1,536,f,2024-02-06
1,537,t,2024-02-06
1,538,f,2024-02-06
1,539,f,2024-02-06
1,540,t,2024-02-06
1,541,f,2024-02-06
1,542,t,2024-02-06
1,543,f,2024-02-06
1,544,t,2024-02-06
1,545,t,2024-02-06
1,546,t,2024-02-06
1,547,f,2024-02-06
1,548,f,2024-02-06
1,549,t,2024-02-06
1,550,f,2024-02-06
1,551,t,2024-02-06
1,552,t,2024-02-06
1,553,t,2024-02-06
1,554,f,2024-02-06
1,555,f,2024-02-06
1,556,t,2024-02-06
1,557,t,2024-02-06
1,558,f,2024-02-06
1,559,f,2024-02-06
1,560,t,2024-02-06
1,561,t,2024-02-06
1,562,f,2024-02-06
1,563,t,2024-02-06
1,564,f,2024-02-06
1,565,f,2024-02-06
1,566,t,2024-02-06
1,567,f,2024-02-06
1,568,t,2024-02-06
1,569,f,2024-02-06
1,570,f,2024-02-06
1,571,t,2024-02-06
1,572,t,2024-02-06
1,573,t,2024-02-06
1,574,f,2024-02-06
1,575,f,2024-02-06
1,576,f,2024-02-06
1,577,t,2024-02-06
1,578,t,2024-02-06
1,579,f,2024-02-06
1,580,t,2024-02-06
1,581,t,2024-02-06
1,582,f,2024-02-06
1,583,f,2024-02-06
1,584,t,2024-02-06
1,585,t,2024-02-06
1,586,f,2024-02-06
1,587,t,2024-02-06
1,588,t,2024-02-06
1,589,t,2024-02-06
1,590,t,2024-02-06
1,591,t,2024-02-06
1,592,f,2024-02-06
1,593,f,2024-02-06
1,594,f,2024-02-06
1,595,t,2024-02-06
1,596,t,2024-02-06
1,597,t,2024-02-06
1,598,t,2024-02-06
1,599,f,2024-02-06
1,600,f,2024-02-06
1,601,f,2024-02-06
1,602,f,2024-02-06
1,603,f,2024-02-06
1,604,t,2024-02-06
1,605,f,2024-02-06
1,606,t,2024-02-06
1,607,t,2024-02-06
1,608,t,2024-02-06
1,609,f,2024-02-06
1,610,f,2024-02-06
1,611,t,2024-02-06
1,612,t,2024-02-06
1,613,t,2024-02-06
1,614,f,2024-02-06
1,615,t,2024-02-06
1,616,f,2024-02-06
1,617,t,2024-02-06
1,618,t,2024-02-06
1,619,t,2024-02-06
1,620,t,2024-02-06
1,621,f,2024-02-06
1,622,f,2024-02-06
1,623,t,2024-02-06
1,624,t,2024-02-06
1,625,f,2024-02-06
1,626,f,2024-02-06
1,627,t,2024-02-06
1,628,f,2024-02-06
1,629,f,2024-02-06
1,630,t,2024-02-06
1,631,f,2024-02-06
1,632,t,2024-02-06
1,633,f,2024-02-06
1,634,f,2024-02-06
1,635,t,2024-02-06
1,636,f,2024-02-06
1,637,t,2024-02-06
1,638,f,2024-02-06
1,639,t,2024-02-06
1,640,f,2024-02-06
1,641,t,2024-02-06
1,642,t,2024-02-06
1,643,f,2024-02-06
1,644,t,2024-02-06
1,645,t,2024-02-06
1,646,f,2024-02-06
1,647,f,2024-02-06
1,648,t,2024-02-06
1,649,t,2024-02-06
1,650,t,2024-02-06
1,651,t,2024-02-06
1,652,f,2024-02-06
1,653,f,2024-02-06
1,654,t,2024-02-06
1,655,f,2024-02-06
1,656,f,2024-02-06
1,657,t,2024-02-06
1,658,t,2024-02-06
1,659,t,2024-02-06
1,660,f,2024-02-06
1,661,f,2024-02-06
1,662,t,2024-02-06
1,663,t,2024-02-06
1,664,f,2024-02-06
1,665,f,2024-02-06
1,666,t,2024-02-06
1,667,f,2024-02-06
1,668,f,2024-02-06
1,669,f,2024-02-06
1,670,f,2024-02-06
1,671,t,2024-02-06
1,672,t,2024-02-06
1,673,f,2024-02-06
1,674,f,2024-02-06
1,675,f,2024-02-06
1,676,t,2024-02-06
1,677,t,2024-02-06
1,678,t,2024-02-06
1,679,f,2024-02-06
1,680,f,2024-02-06
1,681,t,2024-02-06
1,682,t,2024-02-06
1,683,f,2024-02-06
1,684,t,2024-02-06
1,685,t,2024-02-06
1,686,t,2024-02-06
1,687,t,2024-02-06
1,688,f,2024-02-06
1,689,t,2024-02-06
1,690,f,2024-02-06
1,691,t,2024-02-06
1,692,t,2024-02-06
1,693,f,2024-02-06
1,694,t,2024-02-06
1,695,t,2024-02-06
1,696,t,2024-02-06
1,697,t,2024-02-06
1,698,t,2024-02-06
1,699,f,2024-02-06
1,700,t,2024-02-06
1,701,f,2024-02-06
1,702,t,2024-02-06
1,703,t,2024-02-06
1,704,t,2024-02-06
1,705,f,2024-02-06
1,706,f,2024-02-06
1,707,t,2024-02-06
1,708,t,2024-02-06
1,709,f,2024-02-06
1,710,t,2024-02-06
1,711,f,2024-02-06
1,712,t,2024-02-06
1,713,t,2024-02-06
1,714,t,2024-02-06
1,715,t,2024-02-06
1,716,t,2024-02-06
1,717,t,2024-02-06
1,718,f,2024-02-06
1,719,f,2024-02-06
1,720,f,2024-02-06
1,721,t,2024-02-06
1,722,t,2024-02-06
1,723,f,2024-02-06
1,724,t,2024-02-06
1,725,t,2024-02-06
1,726,f,2024-02-06
1,727,t,2024-02-06
1,728,f,2024-02-06
1,729,t,2024-02-06
1,730,f,2024-02-06
1,731,t,2024-02-06
1,732,t,2024-02-06
1,733,t,2024-02-06
1,734,f,2024-02-06
1,735,t,2024-02-06
1,736,f,2024-02-06
1,737,f,2024-02-06
1,738,f,2024-02-06
1,739,f,2024-02-06
1,740,t,2024-02-06
1,741,t,2024-02-06
1,742,f,2024-02-06
1,743,f,2024-02-06
1,744,f,2024-02-06
1,745,t,2024-02-06
1,746,f,2024-02-06
1,747,t,2024-02-06
1,748,t,2024-02-06
1,749,f,2024-02-06
1,750,f,2024-02-06
1,751,t,2024-02-06
1,752,t,2024-02-06
1,753,f,2024-02-06
1,754,t,2024-02-06
1,755,t,2024-02-06
1,756,t,2024-02-06
1,757,f,2024-02-06
1,758,t,2024-02-06
1,759,f,2024-02-06
1,760,f,2024-02-06
1,761,t,2024-02-06
1,762,t,2024-02-06
1,763,t,2024-02-06
1,764,f,2024-02-06
1,765,t,2024-02-06
1,766,t,2024-02-06
1,767,f,2024-02-06
1,768,f,2024-02-06
1,769,t,2024-02-06
1,770,f,2024-02-06
1,771,t,2024-02-06
1,772,f,2024-02-06
1,773,t,2024-02-06
1,774,f,2024-02-06
1,775,f,2024-02-06
1,776,t,2024-02-06
1,777,t,2024-02-06
1,778,f,2024-02-06
1,779,f,2024-02-06
1,780,f,2024-02-06
2,391,f,2024-02-06
2,392,t,2024-02-06
2,393,f,2024-02-06
2,394,t,2024-02-06
2,395,f,2024-02-06
2,396,f,2024-02-06
2,397,f,2024-02-06
2,398,f,2024-02-06
2,399,f,2024-02-06
2,400,t,2024-02-06
2,401,f,2024-02-06
2,402,t,2024-02-06
2,403,t,2024-02-06
2,404,f,2024-02-06
2,405,f,2024-02-06
2,406,t,2024-02-06
2,407,t,2024-02-06
2,408,f,2024-02-06
2,409,f,2024-02-06
2,410,f,2024-02-06
2,411,t,2024-02-06
2,412,f,2024-02-06
2,413,f,2024-02-06
2,414,f,2024-02-06
2,415,f,2024-02-06
2,416,f,2024-02-06
2,417,t,2024-02-06
2,418,t,2024-02-06
2,419,t,2024-02-06
2,420,t,2024-02-06
2,421,f,2024-02-06
2,422,f,2024-02-06
2,423,t,2024-02-06
2,424,f,2024-02-06
2,425,t,2024-02-06
2,426,t,2024-02-06
2,427,f,2024-02-06
2,428,f,2024-02-06
2,429,f,2024-02-06
2,430,f,2024-02-06
2,431,f,2024-02-06
2,432,t,2024-02-06
2,433,t,2024-02-06
2,434,t,2024-02-06
2,435,f,2024-02-06
2,436,t,2024-02-06
2,437,f,2024-02-06
2,438,f,2024-02-06
2,439,f,2024-02-06
2,440,t,2024-02-06
2,441,f,2024-02-06
2,442,f,2024-02-06
2,443,f,2024-02-06
2,444,f,2024-02-06
2,445,t,2024-02-06
2,446,t,2024-02-06
2,447,t,2024-02-06
2,448,t,2024-02-06
2,449,t,2024-02-06
2,450,t,2024-02-06
2,451,t,2024-02-06
2,452,f,2024-02-06
2,453,f,2024-02-06
2,454,t,2024-02-06
2,455,f,2024-02-06
2,456,t,2024-02-06
2,457,t,2024-02-06
2,458,f,2024-02-06
2,459,f,2024-02-06
2,460,t,2024-02-06
2,461,t,2024-02-06
2,462,t,2024-02-06
2,463,f,2024-02-06
2,464,f,2024-02-06
2,465,f,2024-02-06
2,466,f,2024-02-06
2,467,f,2024-02-06
2,468,t,2024-02-06
2,469,t,2024-02-06
2,470,t,2024-02-06
2,471,t,2024-02-06
2,472,t,2024-02-06
2,473,t,2024-02-06
2,474,f,2024-02-06
2,475,t,2024-02-06
2,476,t,2024-02-06
2,477,f,2024-02-06
2,478,t,2024-02-06
2,479,t,2024-02-06
2,480,f,2024-02-06
2,481,f,2024-02-06
2,482,t,2024-02-06
2,483,f,2024-02-06
2,484,f,2024-02-06
2,485,t,2024-02-06
2,486,f,2024-02-06
2,487,f,2024-02-06
2,488,f,2024-02-06
2,489,t,2024-02-06
2,490,t,2024-02-06
2,491,f,2024-02-06
2,492,f,2024-02-06
2,493,t,2024-02-06
2,494,f,2024-02-06
2,495,t,2024-02-06
2,496,t,2024-02-06
2,497,f,2024-02-06
2,498,t,2024-02-06
2,499,f,2024-02-06
2,500,t,2024-02-06
2,501,t,2024-02-06
2,502,f,2024-02-06
2,503,t,2024-02-06
2,504,t,2024-02-06
2,505,t,2024-02-06
2,506,f,2024-02-06
2,507,t,2024-02-06
2,508,f,2024-02-06
2,509,f,2024-02-06
2,510,t,2024-02-06
2,511,t,2024-02-06
2,512,f,2024-02-06
2,513,t,2024-02-06
2,514,f,2024-02-06
2,515,f,2024-02-06
2,516,f,2024-02-06
2,517,t,2024-02-06
2,518,f,2024-02-06
2,519,t,2024-02-06
2,520,f,2024-02-06
2,521,t,2024-02-06
2,522,f,2024-02-06
2,523,f,2024-02-06
2,524,t,2024-02-06
2,525,f,2024-02-06
2,526,t,2024-02-06
2,527,f,2024-02-06
2,528,t,2024-02-06
2,529,f,2024-02-06
2,530,t,2024-02-06
2,531,f,2024-02-06
2,532,t,2024-02-06
2,533,t,2024-02-06
2,534,f,2024-02-06
2,535,t,2024-02-06
2,536,f,2024-02-06
2,537,t,2024-02-06
2,538,t,2024-02-06
2,539,f,2024-02-06
2,540,f,2024-02-06
2,541,f,2024-02-06
2,542,t,2024-02-06
2,543,f,2024-02-06
2,544,f,2024-02-06
2,545,t,2024-02-06
2,546,t,2024-02-06
2,547,t,2024-02-06
2,548,f,2024-02-06
2,549,t,2024-02-06
2,550,t,2024-02-06
2,551,t,2024-02-06
2,552,f,2024-02-06
2,553,t,2024-02-06
2,554,t,2024-02-06
2,555,t,2024-02-06
2,556,t,2024-02-06
2,557,f,2024-02-06
2,558,f,2024-02-06
2,559,f,2024-02-06
2,560,f,2024-02-06
2,561,t,2024-02-06
2,562,f,2024-02-06
2,563,t,2024-02-06
2,564,f,2024-02-06
2,565,f,2024-02-06
2,566,t,2024-02-06
2,567,t,2024-02-06
2,568,t,2024-02-06
2,569,f,2024-02-06
2,570,t,2024-02-06
2,571,f,2024-02-06
2,572,t,2024-02-06
2,573,f,2024-02-06
2,574,f,2024-02-06
2,575,t,2024-02-06
2,576,t,2024-02-06
2,577,t,2024-02-06
2,578,t,2024-02-06
2,579,f,2024-02-06
2,580,f,2024-02-06
2,581,t,2024-02-06
2,582,t,2024-02-06
2,583,f,2024-02-06
2,584,f,2024-02-06
2,585,t,2024-02-06
2,586,t,2024-02-06
2,587,f,2024-02-06
2,588,t,2024-02-06
2,589,t,2024-02-06
2,590,t,2024-02-06
2,591,f,2024-02-06
2,592,f,2024-02-06
2,593,f,2024-02-06
2,594,t,2024-02-06
2,595,t,2024-02-06
2,596,f,2024-02-06
2,597,t,2024-02-06
2,598,t,2024-02-06
2,599,f,2024-02-06
2,600,f,2024-02-06
2,601,t,2024-02-06
2,602,t,2024-02-06
2,603,t,2024-02-06
2,604,t,2024-02-06
2,605,f,2024-02-06
2,606,t,2024-02-06
2,607,f,2024-02-06
2,608,t,2024-02-06
2,609,f,2024-02-06
2,610,t,2024-02-06
2,611,t,2024-02-06
2,612,t,2024-02-06
2,613,t,2024-02-06
2,614,t,2024-02-06
2,615,t,2024-02-06
2,616,t,2024-02-06
2,617,t,2024-02-06
2,618,t,2024-02-06
2,619,t,2024-02-06
2,620,t,2024-02-06
2,621,t,2024-02-06
2,622,f,2024-02-06
2,623,f,2024-02-06
2,624,t,2024-02-06
2,625,t,2024-02-06
2,626,t,2024-02-06
2,627,t,2024-02-06
2,628,f,2024-02-06
2,629,t,2024-02-06
2,630,t,2024-02-06
2,631,t,2024-02-06
2,632,f,2024-02-06
2,633,t,2024-02-06
2,634,f,2024-02-06
2,635,t,2024-02-06
2,636,t,2024-02-06
2,637,t,2024-02-06
2,638,t,2024-02-06
2,639,f,2024-02-06
2,640,f,2024-02-06
2,641,t,2024-02-06
2,642,f,2024-02-06
2,643,f,2024-02-06
2,644,t,2024-02-06
2,645,t,2024-02-06
2,646,f,2024-02-06
2,647,f,2024-02-06
2,648,t,2024-02-06
2,649,f,2024-02-06
2,650,f,2024-02-06
2,651,t,2024-02-06
2,652,f,2024-02-06
2,653,f,2024-02-06
2,654,f,2024-02-06
2,655,f,2024-02-06
2,656,f,2024-02-06
2,657,t,2024-02-06
2,658,t,2024-02-06
2,659,f,2024-02-06
2,660,f,2024-02-06
2,661,t,2024-02-06
2,662,t,2024-02-06
2,663,f,2024-02-06
2,664,t,2024-02-06
2,665,f,2024-02-06
2,666,t,2024-02-06
2,667,f,2024-02-06
2,668,f,2024-02-06
2,669,f,2024-02-06
2,670,t,2024-02-06
2,671,t,2024-02-06
2,672,f,2024-02-06
2,673,t,2024-02-06
2,674,f,2024-02-06
2,675,f,2024-02-06
2,676,f,2024-02-06
2,677,f,2024-02-06
2,678,t,2024-02-06
2,679,t,2024-02-06
2,680,f,2024-02-06
2,681,t,2024-02-06
2,682,t,2024-02-06
2,683,f,2024-02-06
2,684,t,2024-02-06
